Loyalty#,Demographic_Cluster_Name
129409,High-Income East
369035,High-Income West
619826,High-Income East
683470,High-Income East
825217,Low-Income East
534481,Low-Income East
691909,Low-Income West
756891,Low-Income East
445879,Low-Income East
827790,Low-Income West
959778,Low-Income East
148382,Low-Income West
544337,Low-Income West
194482,High-Income West
364264,High-Income East
523897,High-Income East
907025,High-Income West
503242,Low-Income East
694942,Low-Income East
476539,High-Income East
272787,High-Income East
603077,Low-Income East
227239,Low-Income East
290250,Low-Income West
628578,High-Income East
726268,Low-Income West
483863,High-Income West
213841,Low-Income West
179603,Low-Income East
221721,Low-Income East
336238,High-Income East
956946,High-Income West
317100,High-Income East
707114,High-Income East
722368,High-Income West
214661,Low-Income West
855384,Low-Income East
192136,Low-Income East
365619,Low-Income East
598711,Low-Income East
670985,Low-Income West
753887,Low-Income West
124038,High-Income East
516242,Low-Income East
187958,Low-Income West
211966,High-Income West
677045,High-Income East
352034,Low-Income West
238193,Low-Income East
482370,High-Income East
816420,High-Income East
472532,Low-Income East
891927,Low-Income East
344483,Low-Income East
488188,Low-Income East
667974,Low-Income West
858125,Low-Income East
972673,Low-Income East
250194,High-Income West
659781,Low-Income East
760196,Low-Income West
187175,Low-Income West
561981,High-Income East
812599,High-Income West
702161,Low-Income West
352702,Low-Income East
186469,High-Income East
380709,High-Income East
313473,Low-Income East
562376,High-Income East
212209,Low-Income East
469616,Low-Income West
622801,Low-Income East
740025,Low-Income West
308202,High-Income West
973112,High-Income West
525508,High-Income East
228995,Low-Income East
666222,Low-Income East
560283,Low-Income West
330870,Low-Income East
394941,Low-Income West
394715,Low-Income East
828816,Low-Income East
762971,Low-Income East
400224,Low-Income East
130208,Low-Income West
950213,Low-Income East
690969,Low-Income East
775170,Low-Income West
790178,High-Income East
517222,Low-Income West
305604,High-Income West
683685,High-Income East
910645,High-Income East
790475,High-Income East
901578,High-Income West
565227,Low-Income East
376630,Low-Income West
527656,Low-Income East
651277,Low-Income East
828109,High-Income West
692992,High-Income West
111899,Low-Income West
120164,Low-Income East
768113,Low-Income West
972462,Low-Income East
427358,High-Income East
364153,Low-Income East
424526,Low-Income West
838032,Low-Income East
615327,High-Income East
263921,High-Income East
994679,High-Income East
549598,High-Income East
834760,Low-Income East
607123,Low-Income East
789001,Low-Income West
134470,Low-Income West
164374,High-Income East
498573,Low-Income East
822749,High-Income West
537421,High-Income East
126526,Low-Income West
240760,Low-Income East
882725,Low-Income East
196240,High-Income East
798029,Low-Income East
867284,Low-Income East
232317,High-Income East
551296,High-Income West
272848,High-Income West
278307,Low-Income East
410938,Low-Income East
880709,Low-Income East
116562,Low-Income West
891105,Low-Income West
272001,Low-Income East
492036,Low-Income West
568329,Low-Income East
182148,High-Income East
176142,Low-Income West
860206,Low-Income East
595980,Low-Income East
586446,Low-Income East
407999,High-Income East
514451,Low-Income East
494438,High-Income East
226710,High-Income East
900505,High-Income West
226360,Low-Income East
585039,Low-Income West
114857,Low-Income West
304870,Low-Income East
160154,High-Income West
322501,High-Income East
364049,High-Income West
251211,High-Income East
155654,Low-Income East
395324,Low-Income East
538795,Low-Income East
363780,Low-Income West
711129,High-Income East
344039,High-Income East
906267,High-Income West
297621,Low-Income West
489459,Low-Income West
428402,Low-Income West
216359,Low-Income East
424270,Low-Income West
549200,High-Income West
288530,Low-Income East
350901,Low-Income East
388140,Low-Income East
646137,Low-Income West
331699,High-Income West
521949,Low-Income West
835566,Low-Income East
356955,High-Income East
718972,Low-Income East
826136,High-Income East
278983,High-Income West
584880,Low-Income East
212553,Low-Income West
398846,Low-Income West
541961,Low-Income East
549715,Low-Income West
710515,Low-Income East
375540,Low-Income West
477676,Low-Income East
628618,Low-Income West
918163,Low-Income East
489301,High-Income West
162420,Low-Income West
259252,Low-Income East
203625,Low-Income East
323792,Low-Income East
124088,High-Income West
945064,High-Income West
875819,High-Income West
352653,High-Income West
405699,High-Income East
815328,Low-Income East
880740,Low-Income East
623071,Low-Income East
708892,High-Income East
237586,High-Income East
364895,Low-Income West
771960,High-Income West
360744,Low-Income East
409684,Low-Income West
909328,Low-Income East
177962,High-Income West
101768,High-Income West
793423,High-Income West
642738,High-Income West
251195,Low-Income East
935313,High-Income East
257236,High-Income East
626068,High-Income West
217401,High-Income East
563633,High-Income West
757879,Low-Income West
591234,Low-Income East
936761,Low-Income West
126466,High-Income East
320576,High-Income East
497226,High-Income West
794480,High-Income West
830225,Low-Income East
406988,Low-Income East
423336,Low-Income East
377724,Low-Income East
800137,Low-Income West
232685,High-Income East
784782,High-Income East
991924,High-Income West
257862,High-Income East
479960,High-Income West
109552,High-Income East
915198,High-Income West
152276,High-Income East
475175,High-Income West
593421,Low-Income East
872676,Low-Income West
175488,Low-Income East
561654,Low-Income East
719850,High-Income East
721372,High-Income West
988728,Low-Income East
289133,High-Income East
733907,Low-Income West
939428,Low-Income East
754416,Low-Income East
658546,Low-Income East
802860,Low-Income West
895878,High-Income East
484446,Low-Income West
116932,High-Income West
281608,High-Income East
506572,High-Income East
618877,Low-Income East
155964,Low-Income East
196992,High-Income West
255267,High-Income West
789120,High-Income East
445783,Low-Income East
429692,Low-Income East
997654,High-Income West
832921,Low-Income East
324900,High-Income West
572668,High-Income East
185774,Low-Income East
170534,High-Income East
111022,Low-Income West
419377,Low-Income West
797078,Low-Income East
428757,Low-Income West
131560,High-Income East
963690,High-Income East
277094,High-Income East
696096,High-Income East
174925,Low-Income West
717359,Low-Income East
518834,Low-Income West
539125,High-Income East
399372,Low-Income East
845807,Low-Income East
969586,Low-Income West
556164,Low-Income East
345572,High-Income West
467607,Low-Income East
888049,Low-Income West
184456,High-Income East
873426,Low-Income East
334324,Low-Income East
396867,Low-Income East
865798,Low-Income East
183692,Low-Income East
265566,Low-Income West
301301,Low-Income East
931914,Low-Income West
556865,High-Income West
230693,High-Income East
810693,Low-Income East
921903,Low-Income East
185857,Low-Income East
947001,Low-Income West
156980,Low-Income West
336724,High-Income East
389081,High-Income West
859730,Low-Income West
344464,Low-Income East
304779,Low-Income East
302158,Low-Income East
474333,Low-Income West
620122,Low-Income East
692328,Low-Income East
920100,Low-Income East
799781,High-Income East
385912,High-Income East
929410,High-Income West
912939,Low-Income East
418327,Low-Income East
804536,Low-Income West
141945,Low-Income East
796484,Low-Income West
763341,High-Income East
659419,Low-Income West
798433,Low-Income West
220139,High-Income West
385358,High-Income East
312048,High-Income East
480259,High-Income West
501976,High-Income East
502376,High-Income West
425477,Low-Income East
585082,Low-Income West
451961,Low-Income East
604461,High-Income East
834304,High-Income East
773418,High-Income East
841770,High-Income East
754042,High-Income East
642002,Low-Income East
369229,High-Income West
551946,High-Income East
542043,Low-Income West
840866,Low-Income East
108625,High-Income West
624407,High-Income East
950446,Low-Income West
822956,High-Income East
631543,High-Income East
440642,High-Income East
966953,Low-Income East
933259,Low-Income West
244367,Low-Income East
298181,High-Income West
793904,High-Income West
921059,Low-Income East
334997,High-Income East
328446,High-Income East
925504,High-Income West
693133,High-Income East
499890,High-Income West
406810,Low-Income East
545947,Low-Income West
800610,High-Income East
209787,Low-Income East
947497,High-Income West
943195,Low-Income East
386342,High-Income West
557519,High-Income East
260408,Low-Income East
672236,Low-Income West
585316,High-Income East
268129,Low-Income West
506252,High-Income East
613860,Low-Income East
694241,High-Income East
297306,High-Income East
814894,Low-Income East
220892,High-Income East
973846,High-Income West
725835,Low-Income East
894322,Low-Income West
137646,Low-Income East
712874,Low-Income East
828967,High-Income East
344413,High-Income West
968253,Low-Income East
167578,Low-Income West
648380,Low-Income East
379836,Low-Income West
159397,Low-Income East
585975,Low-Income West
126424,Low-Income East
149174,Low-Income West
975407,Low-Income East
296097,Low-Income West
129827,Low-Income East
491643,Low-Income West
290109,Low-Income East
794625,Low-Income East
106218,Low-Income East
283437,Low-Income East
631100,Low-Income West
903534,Low-Income West
955087,Low-Income East
142434,High-Income East
846458,High-Income West
473775,High-Income West
627354,High-Income West
131098,Low-Income West
621823,Low-Income East
750130,Low-Income East
941545,High-Income West
949821,Low-Income West
662936,High-Income East
985707,Low-Income East
895080,High-Income West
424793,Low-Income West
967443,Low-Income West
152355,High-Income East
511875,Low-Income West
913156,High-Income West
838634,High-Income West
404106,High-Income East
164192,High-Income East
777197,High-Income East
878240,Low-Income East
122173,High-Income East
950107,High-Income West
292061,Low-Income West
320377,Low-Income West
936044,Low-Income West
967500,Low-Income East
646399,Low-Income West
331560,High-Income East
241854,High-Income East
465864,High-Income West
981427,Low-Income East
277826,High-Income West
896283,High-Income West
715792,High-Income West
175017,Low-Income West
564114,High-Income East
450125,High-Income East
228896,High-Income East
271235,Low-Income West
382252,Low-Income West
626030,Low-Income East
