Loyalty#,merged_labels
378498,New travelers
742064,The Dormant Browsers
265665,New travelers
605322,The September Loyals
262683,The November Loyals
264095,The Summer-Fall Hybrids
184895,The February Loyals
268932,The June Loyals
989473,The Lost Holiday Drifters
282854,The October Loyals
944355,The October Loyals
171906,The June Loyals
357574,The March Loyals
768748,The February Loyals
784185,The June Loyals
117915,New travelers
945091,The November Loyals
341907,The Pandemic Drop-offs
377674,The September Loyals
478278,The September Loyals
975309,The September Loyals
588220,The May Planners
832745,The September Loyals
580979,The Summer-Fall Hybrids
865977,The November Loyals
593710,The May Planners
141023,The March Loyals
576071,The March Loyals
127137,The December Loyals
432370,The February Loyals
739704,The Pandemic Drop-offs
971142,The November Loyals
318564,The October Loyals
495926,New travelers
381496,The Dormant Browsers
878281,The December Loyals
454718,The March Loyals
946061,The Summer-Fall Hybrids
471523,The March Loyals
644434,The October Loyals
904283,The September Loyals
516301,The January Average
298865,The September Loyals
471583,The October Loyals
363774,The January Average
450896,The September Loyals
816510,New travelers
971157,The October Loyals
951712,The September Loyals
724987,The September Loyals
975497,The November Loyals
562734,The May Planners
919889,The June Loyals
805226,The May Planners
956402,The November Loyals
564882,The March Loyals
952730,The September Loyals
144261,New travelers
381176,New travelers
382889,The Summer-Fall Hybrids
384907,New travelers
422398,The December Loyals
435613,The September Loyals
449046,The September Loyals
456822,The March Loyals
474894,The January Average
629410,The November Loyals
952582,The Summer-Fall Hybrids
583223,The May Planners
914514,New travelers
524968,New travelers
873886,The February Loyals
583271,The Lost Holiday Drifters
906274,The Lost Holiday Drifters
903006,The May Planners
969053,The September Loyals
609072,The Summer-Fall Hybrids
996796,The October Loyals
214322,The Q4 Boomerang
224854,The March Loyals
443243,The December Loyals
472445,The Pandemic Drop-offs
520091,Holiday Travelers
531430,The September Loyals
616722,The September Loyals
752047,The January Average
911525,VIPs
971528,The February Loyals
988249,The February Loyals
154736,The December Loyals
903496,The June Loyals
873022,The Pandemic Drop-offs
913340,The January Average
184496,The January Average
753533,The September Loyals
572265,The January Average
938636,The March Loyals
193824,The September Loyals
722169,The September Loyals
129555,The October Loyals
637986,The June Loyals
185496,The Autumn Budget
858802,The October Loyals
548722,The June Loyals
421691,The November Loyals
566663,New travelers
698395,The January Average
828076,The May Planners
498319,New travelers
618824,The May Planners
503832,The November Loyals
737764,The January Average
419732,New travelers
880897,New travelers
389812,New travelers
975387,The September Loyals
842959,The January Average
419540,The December Loyals
749684,The September Loyals
183339,New travelers
239182,The March Loyals
872297,The Q4 Boomerang
201055,The Q4 Boomerang
913449,Holiday Travelers
166011,New travelers
739138,The September Loyals
970014,New travelers
275306,The May Planners
621093,The June Loyals
300806,The December Loyals
999982,New travelers
344260,The January Average
423272,The December Loyals
241374,The May Planners
522234,The October Loyals
773943,The February Loyals
957452,The September Loyals
622006,The December Loyals
963036,The May Planners
373554,New travelers
814236,The Autumn Budget
186199,The November Loyals
857682,The March Loyals
346346,The Q4 Boomerang
470373,The November Loyals
940822,The June Loyals
947679,New travelers
742673,New travelers
895684,The September Loyals
365642,The Q4 Boomerang
927202,The September Loyals
344052,The Q4 Boomerang
787548,The September Loyals
258248,The September Loyals
242288,VIPs
652212,The May Planners
481531,New travelers
551510,The January Average
818329,New travelers
336878,New travelers
969616,The May Planners
623341,New travelers
849589,The November Loyals
474905,The May Planners
716294,The May Planners
131257,The June Loyals
628409,The November Loyals
554136,The June Loyals
557867,The November Loyals
726077,The Q4 Boomerang
234878,The September Loyals
250311,The September Loyals
759991,The October Loyals
446712,The September Loyals
874938,New travelers
131047,The June Loyals
367562,The February Loyals
386298,The Q4 Boomerang
398655,New travelers
441419,The Lost Holiday Drifters
459017,The January Average
539705,New travelers
542118,The November Loyals
697905,The September Loyals
877654,The October Loyals
532978,The March Loyals
608419,The January Average
720178,New travelers
375399,The February Loyals
417507,The October Loyals
565805,The December Loyals
342156,The June Loyals
584536,The December Loyals
614100,The September Loyals
756663,The Q4 Boomerang
361266,The March Loyals
762562,New travelers
852520,The September Loyals
902742,The Q4 Boomerang
366537,The November Loyals
915933,The December Loyals
397962,New travelers
882084,New travelers
155791,The February Loyals
668020,The March Loyals
386037,The January Average
465927,New travelers
130823,The September Loyals
952003,The December Loyals
353786,The Dormant Browsers
762255,The Summer-Fall Hybrids
290200,The Autumn Budget
811429,New travelers
609730,The January Average
181140,The June Loyals
539746,New travelers
484543,The Lost Holiday Drifters
492090,The November Loyals
106046,The February Loyals
545586,The Summer-Fall Hybrids
176115,The October Loyals
528697,The Q4 Boomerang
473564,The Lost Holiday Drifters
516362,The October Loyals
119198,The September Loyals
356237,The September Loyals
503638,The Dormant Browsers
706007,The Q4 Boomerang
731254,New travelers
889501,The Lost Holiday Drifters
895994,The Q4 Boomerang
918341,The Dormant Browsers
923761,The September Loyals
925609,The May Planners
283654,The October Loyals
319304,The Summer-Fall Hybrids
846194,The September Loyals
265226,The January Average
540551,The October Loyals
235882,The January Average
263762,The September Loyals
255994,New travelers
607856,The September Loyals
295302,The Dormant Browsers
837012,The November Loyals
592213,New travelers
309584,The September Loyals
512191,The November Loyals
720765,The December Loyals
436569,The September Loyals
599145,The February Loyals
340574,The Summer-Fall Hybrids
877101,The November Loyals
865759,The Autumn Budget
551975,The September Loyals
821216,The November Loyals
259342,The September Loyals
490774,The September Loyals
906852,The March Loyals
913233,The January Average
573995,New travelers
845580,The September Loyals
262305,The Q4 Boomerang
790366,New travelers
453876,The Q4 Boomerang
956908,The December Loyals
262099,The November Loyals
500759,The March Loyals
644163,The September Loyals
649089,New travelers
636017,New travelers
780423,The December Loyals
222748,The September Loyals
839328,The September Loyals
172987,The October Loyals
188470,The Lost Holiday Drifters
237492,The November Loyals
346390,New travelers
375792,The Q4 Boomerang
616350,The Autumn Budget
652374,The Autumn Budget
724435,The November Loyals
764227,New travelers
770327,The June Loyals
851562,The November Loyals
917779,The May Planners
585066,New travelers
694723,The February Loyals
157731,The May Planners
780140,The September Loyals
356558,The May Planners
890673,The Autumn Budget
322955,New travelers
873761,The September Loyals
591841,The September Loyals
827172,The December Loyals
167569,New travelers
504219,The May Planners
130439,The Lost Holiday Drifters
429308,The September Loyals
578013,The May Planners
772960,The September Loyals
283326,The September Loyals
391564,The September Loyals
218373,New travelers
715640,The February Loyals
442282,The December Loyals
902852,The Q4 Boomerang
306051,The February Loyals
586191,The February Loyals
204848,New travelers
752729,The September Loyals
103304,The December Loyals
446171,The February Loyals
763183,The October Loyals
952672,The Summer-Fall Hybrids
643099,New travelers
711541,The December Loyals
829003,The November Loyals
901049,The Pandemic Drop-offs
444524,The November Loyals
974829,The October Loyals
499089,The September Loyals
930337,New travelers
130086,The November Loyals
153193,The March Loyals
340492,New travelers
377364,New travelers
571643,The February Loyals
624485,New travelers
595215,The June Loyals
707999,The Lost Holiday Drifters
910373,New travelers
939204,New travelers
101540,The Summer-Fall Hybrids
268630,The October Loyals
272114,New travelers
634850,The February Loyals
214504,The May Planners
411296,New travelers
225279,The January Average
370093,The March Loyals
968943,The March Loyals
184090,The Q4 Boomerang
867056,The June Loyals
316666,New travelers
346678,The November Loyals
118729,The Lost Holiday Drifters
316633,The Dormant Browsers
605926,The March Loyals
934212,The October Loyals
234454,The Q4 Boomerang
624621,The Q4 Boomerang
298327,The May Planners
405442,The September Loyals
350910,New travelers
622906,The September Loyals
137852,The Summer-Fall Hybrids
723591,The September Loyals
693295,The February Loyals
801832,New travelers
125969,The March Loyals
776139,The June Loyals
827546,The October Loyals
834120,The November Loyals
300845,The November Loyals
308891,The Summer-Fall Hybrids
373888,The Q4 Boomerang
545087,The September Loyals
203773,The Summer-Fall Hybrids
983524,The February Loyals
478107,The Q4 Boomerang
684081,New travelers
298343,The June Loyals
480239,The September Loyals
234895,Holiday Travelers
262176,The May Planners
266148,The May Planners
678454,The September Loyals
920840,The February Loyals
565242,The Dormant Browsers
838482,The June Loyals
104267,The Q4 Boomerang
127410,The January Average
382983,New travelers
116703,The May Planners
388777,The June Loyals
536485,The September Loyals
282532,New travelers
601775,The September Loyals
344627,The January Average
557525,The January Average
650377,The January Average
832046,The Q4 Boomerang
