Loyalty#,Behavioral_Cluster_Name
152355,"Growing travelers
(Now average)"
511875,"Consistent low travelers
(Use points)"
913156,"Consistent low travelers
(Use points)"
838634,"Formers Points accumulator
(2020)"
404106,"Formers Points accumulator
(2020)"
164192,"Consistent low travelers
(Use points)"
777197,"Stable average travelers
(Loyal)"
878240,"Formers Points accumulator
(2020)"
950107,"Gained customers
(Now traveling average)"
292061,"Points accumulator currently
(2021)"
967500,Low-travel individuals
646399,"Formers Points accumulator
(2020)"
331560,"Stable average travelers
(Loyal)"
241854,"Lost custumers
(Traveled more before)"
465864,Low-travel individuals
981427,"Formers Points accumulator
(2020)"
896283,"Gained customers
(Now traveling average)"
715792,"Formers Points accumulator
(2020)"
175017,"Points accumulator currently
(2021)"
564114,"Stable average travelers
(Loyal)"
228896,"Consistent low travelers
(Use points)"
271235,"Growing travelers
(Now average)"
382252,"Stable average travelers
(Loyal)"
626030,"Formers Points accumulator
(2020)"
152307,"Consistent low travelers
(Use points)"
290465,"Points accumulator currently
(2021)"
329910,Low-travel individuals
503257,"Gained customers
(Now traveling average)"
960417,"Gained customers
(Now traveling average)"
507005,"Stable average travelers
(Loyal)"
103490,"Points accumulator currently
(2021)"
922047,"Gained customers
(Now traveling average)"
805902,Low-travel individuals
107119,"Stable average travelers
(Loyal)"
584727,"Points accumulator currently
(2021)"
677901,Low-travel individuals
742666,Low-travel individuals
270499,"Points accumulator currently
(2021)"
665454,Low-travel individuals
568525,"Formers Points accumulator
(2020)"
947763,"Gained customers
(Now traveling average)"
667781,"Formers Points accumulator
(2020)"
537013,"Formers Points accumulator
(2020)"
978040,Low-travel individuals
685518,"Lost custumers
(Traveled more before)"
300623,"Lost custumers
(Traveled more before)"
834943,"Formers Points accumulator
(2020)"
239605,"Points accumulator currently
(2021)"
365208,Low-travel individuals
914044,"Points accumulator currently
(2021)"
411586,"Points accumulator currently
(2021)"
472824,"Points accumulator currently
(2021)"
900083,"Consistent low travelers
(Use points)"
911503,"Formers Points accumulator
(2020)"
712426,"Formers Points accumulator
(2020)"
512097,"Stable average travelers
(Loyal)"
643059,"Points accumulator currently
(2021)"
246187,"Points accumulator currently
(2021)"
333295,"Points accumulator currently
(2021)"
815643,"Formers Points accumulator
(2020)"
688533,"Stable average travelers
(Loyal)"
677329,"Gained customers
(Now traveling average)"
166273,"Gained customers
(Now traveling average)"
732808,"Formers Points accumulator
(2020)"
764595,"Formers Points accumulator
(2020)"
738431,"Formers Points accumulator
(2020)"
334437,"Formers Points accumulator
(2020)"
989746,"Consistent low travelers
(Use points)"
476068,"Stable average travelers
(Loyal)"
735263,"Points accumulator currently
(2021)"
739352,"Points accumulator currently
(2021)"
201436,"Lost custumers
(Traveled more before)"
380788,"Consistent low travelers
(Use points)"
380954,Low-travel individuals
509810,"Formers Points accumulator
(2020)"
735038,"Stable average travelers
(Loyal)"
459404,"Points accumulator currently
(2021)"
620969,"Gained customers
(Now traveling average)"
762072,"Consistent low travelers
(Use points)"
672600,"Formers Points accumulator
(2020)"
194493,"Stable average travelers
(Loyal)"
693922,"Formers Points accumulator
(2020)"
454514,"Growing travelers
(Now average)"
366977,"Gained customers
(Now traveling average)"
116895,Low-travel individuals
795084,"Growing travelers
(Now average)"
828924,"Gained customers
(Now traveling average)"
139699,Low-travel individuals
758789,"Gained customers
(Now traveling average)"
390480,"Gained customers
(Now traveling average)"
413994,"Points accumulator currently
(2021)"
683838,"Gained customers
(Now traveling average)"
480957,"Consistent low travelers
(Use points)"
695162,"Lost custumers
(Traveled more before)"
950707,"Points accumulator currently
(2021)"
569677,Low-travel individuals
315014,Low-travel individuals
128587,"Growing travelers
(Now average)"
576110,"Consistent low travelers
(Use points)"
843378,"Points accumulator currently
(2021)"
477157,"Gained customers
(Now traveling average)"
237402,"Stable average travelers
(Loyal)"
353076,"Gained customers
(Now traveling average)"
878575,"Stable average travelers
(Loyal)"
340802,"Formers Points accumulator
(2020)"
486831,"Formers Points accumulator
(2020)"
952696,Low-travel individuals
173398,"Consistent low travelers
(Use points)"
832301,"Formers Points accumulator
(2020)"
721366,"Formers Points accumulator
(2020)"
535151,"Formers Points accumulator
(2020)"
881362,"Consistent low travelers
(Use points)"
312744,Low-travel individuals
910416,Low-travel individuals
999940,"Consistent low travelers
(Use points)"
222490,"Consistent low travelers
(Use points)"
550539,"Gained customers
(Now traveling average)"
882911,"Consistent low travelers
(Use points)"
751718,"Consistent low travelers
(Use points)"
976007,"Points accumulator currently
(2021)"
647956,"Gained customers
(Now traveling average)"
981691,"Consistent low travelers
(Use points)"
145017,Low-travel individuals
193827,"Consistent low travelers
(Use points)"
594672,"Points accumulator currently
(2021)"
667314,"Consistent low travelers
(Use points)"
452342,"Points accumulator currently
(2021)"
699751,"Consistent low travelers
(Use points)"
330278,"Consistent low travelers
(Use points)"
160640,"Consistent low travelers
(Use points)"
969165,"Gained customers
(Now traveling average)"
601341,"Consistent low travelers
(Use points)"
641039,"Consistent low travelers
(Use points)"
737542,"Points accumulator currently
(2021)"
190429,"Gained customers
(Now traveling average)"
687401,"Points accumulator currently
(2021)"
462036,"Gained customers
(Now traveling average)"
412880,"Formers Points accumulator
(2020)"
558040,"Points accumulator currently
(2021)"
994940,"Stable average travelers
(Loyal)"
732231,"Formers Points accumulator
(2020)"
395622,"Stable average travelers
(Loyal)"
812894,"Formers Points accumulator
(2020)"
888357,"Points accumulator currently
(2021)"
404805,"Gained customers
(Now traveling average)"
866455,"Consistent low travelers
(Use points)"
164947,"Stable average travelers
(Loyal)"
109517,"Consistent low travelers
(Use points)"
801788,"Formers Points accumulator
(2020)"
865198,"Formers Points accumulator
(2020)"
718752,"Consistent low travelers
(Use points)"
750199,"Consistent low travelers
(Use points)"
191044,Low-travel individuals
220822,"Formers Points accumulator
(2020)"
477654,"Points accumulator currently
(2021)"
755290,"Points accumulator currently
(2021)"
790165,"Stable average travelers
(Loyal)"
131772,"Points accumulator currently
(2021)"
736220,Low-travel individuals
184959,"Growing travelers
(Now average)"
904704,"Consistent low travelers
(Use points)"
501490,"Points accumulator currently
(2021)"
727348,"Points accumulator currently
(2021)"
481590,"Gained customers
(Now traveling average)"
483125,"Points accumulator currently
(2021)"
688319,"Consistent low travelers
(Use points)"
800196,Low-travel individuals
517739,"Formers Points accumulator
(2020)"
640009,"Gained customers
(Now traveling average)"
398351,"Stable average travelers
(Loyal)"
770759,"Lost custumers
(Traveled more before)"
669894,"Formers Points accumulator
(2020)"
887609,"Points accumulator currently
(2021)"
993266,"Points accumulator currently
(2021)"
808096,"Stable average travelers
(Loyal)"
833322,"Formers Points accumulator
(2020)"
853438,"Formers Points accumulator
(2020)"
887209,"Points accumulator currently
(2021)"
912712,"Growing travelers
(Now average)"
479445,"Points accumulator currently
(2021)"
757696,"Formers Points accumulator
(2020)"
254361,"Points accumulator currently
(2021)"
380262,"Points accumulator currently
(2021)"
274765,Low-travel individuals
665024,"Consistent low travelers
(Use points)"
958544,"Points accumulator currently
(2021)"
350631,"Stable average travelers
(Loyal)"
742321,"Lost custumers
(Traveled more before)"
746061,"Points accumulator currently
(2021)"
933208,"Stable average travelers
(Loyal)"
921624,Low-travel individuals
312979,"Stable average travelers
(Loyal)"
485745,"Consistent low travelers
(Use points)"
476652,"Formers Points accumulator
(2020)"
595083,"Formers Points accumulator
(2020)"
121856,"Gained customers
(Now traveling average)"
371969,"Points accumulator currently
(2021)"
428114,"Stable average travelers
(Loyal)"
773571,"Lost custumers
(Traveled more before)"
510865,"Stable average travelers
(Loyal)"
123727,"Gained customers
(Now traveling average)"
456958,"Stable average travelers
(Loyal)"
508022,"Formers Points accumulator
(2020)"
787660,"Points accumulator currently
(2021)"
329839,"Formers Points accumulator
(2020)"
917685,"Points accumulator currently
(2021)"
352053,"Stable average travelers
(Loyal)"
630338,"Points accumulator currently
(2021)"
784490,"Points accumulator currently
(2021)"
175954,"Stable average travelers
(Loyal)"
988043,"Points accumulator currently
(2021)"
536371,Low-travel individuals
966350,"Lost custumers
(Traveled more before)"
702522,"Formers Points accumulator
(2020)"
529085,"Points accumulator currently
(2021)"
604332,"Points accumulator currently
(2021)"
442695,Low-travel individuals
971107,"Points accumulator currently
(2021)"
838270,"Formers Points accumulator
(2020)"
919329,"Stable average travelers
(Loyal)"
930325,"Formers Points accumulator
(2020)"
375909,"Formers Points accumulator
(2020)"
477739,"Consistent low travelers
(Use points)"
643507,"Gained customers
(Now traveling average)"
464962,"Points accumulator currently
(2021)"
829886,"Points accumulator currently
(2021)"
183948,"Formers Points accumulator
(2020)"
231462,"Consistent low travelers
(Use points)"
605500,"Stable average travelers
(Loyal)"
602685,"Formers Points accumulator
(2020)"
183388,"Gained customers
(Now traveling average)"
628840,Low-travel individuals
314589,"Stable average travelers
(Loyal)"
892258,"Points accumulator currently
(2021)"
158969,"Points accumulator currently
(2021)"
101544,"Consistent low travelers
(Use points)"
638495,"Consistent low travelers
(Use points)"
815207,"Stable average travelers
(Loyal)"
890936,"Stable average travelers
(Loyal)"
666337,"Consistent low travelers
(Use points)"
832566,"Formers Points accumulator
(2020)"
101895,"Consistent low travelers
(Use points)"
968064,"Gained customers
(Now traveling average)"
741138,"Growing travelers
(Now average)"
851421,"Points accumulator currently
(2021)"
396998,"Consistent low travelers
(Use points)"
925573,"Points accumulator currently
(2021)"
977178,"Consistent low travelers
(Use points)"
776547,"Consistent low travelers
(Use points)"
210725,"Points accumulator currently
(2021)"
434679,"Stable average travelers
(Loyal)"
531290,"Gained customers
(Now traveling average)"
987347,"Formers Points accumulator
(2020)"
116238,Low-travel individuals
713067,"Lost custumers
(Traveled more before)"
777300,"Stable average travelers
(Loyal)"
518677,"Formers Points accumulator
(2020)"
130032,"Consistent low travelers
(Use points)"
336665,Low-travel individuals
949290,"Stable average travelers
(Loyal)"
840267,"Points accumulator currently
(2021)"
128459,"Formers Points accumulator
(2020)"
150233,"Lost custumers
(Traveled more before)"
203772,"Stable average travelers
(Loyal)"
225327,"Consistent low travelers
(Use points)"
572547,"Points accumulator currently
(2021)"
487070,"Points accumulator currently
(2021)"
645712,"Stable average travelers
(Loyal)"
308704,"Consistent low travelers
(Use points)"
404742,"Stable average travelers
(Loyal)"
464959,"Points accumulator currently
(2021)"
555576,"Formers Points accumulator
(2020)"
704709,"Points accumulator currently
(2021)"
732213,"Stable average travelers
(Loyal)"
112856,"Formers Points accumulator
(2020)"
819924,"Consistent low travelers
(Use points)"
340874,"Gained customers
(Now traveling average)"
728568,"Stable average travelers
(Loyal)"
309861,"Formers Points accumulator
(2020)"
113904,"Points accumulator currently
(2021)"
776464,"Stable average travelers
(Loyal)"
911723,Low-travel individuals
249813,"Stable average travelers
(Loyal)"
913895,"Points accumulator currently
(2021)"
226194,"Points accumulator currently
(2021)"
264823,"Formers Points accumulator
(2020)"
398586,"Points accumulator currently
(2021)"
939238,"Gained customers
(Now traveling average)"
686059,"Formers Points accumulator
(2020)"
266234,"Formers Points accumulator
(2020)"
642099,"Consistent low travelers
(Use points)"
680168,"Gained customers
(Now traveling average)"
346766,Low-travel individuals
480275,"Stable average travelers
(Loyal)"
218127,"Lost custumers
(Traveled more before)"
435249,"Points accumulator currently
(2021)"
480858,Low-travel individuals
870120,"Formers Points accumulator
(2020)"
925978,"Consistent low travelers
(Use points)"
726873,"Formers Points accumulator
(2020)"
539760,"Consistent low travelers
(Use points)"
871219,"Points accumulator currently
(2021)"
545582,"Formers Points accumulator
(2020)"
