Loyalty#,Value_Based_Cluster_Name
676622,Fly fanatics
676631,New engaged
676639,Long-tenure
676669,High-Value Frequent Flyers
676873,Long-tenure
676877,High-Value Frequent Flyers
676941,High-Value Frequent Flyers
677045,Long-tenure
677068,New engaged
677141,Fly fanatics
677174,Long-tenure
677213,New engaged
677217,High-Value Frequent Flyers
677218,Long-tenure
677322,Lost Occasional Travelers
677329,High-Value Low transactions
677335,New Low-Value Customers
677404,High-Value Frequent Flyers
677435,New engaged
677513,High-Value Low transactions
677527,Long-tenure
677560,New engaged
677606,Fly fanatics
677695,Long-tenure
677704,Long-tenure
677717,New Low-Value Customers
677751,New engaged
677901,Lost Occasional Travelers
677963,New engaged
677976,Lost Occasional Travelers
678217,New Low-Value Customers
678243,Fly fanatics
678284,New engaged
678341,Fly fanatics
678454,Long-tenure
678460,New engaged
678493,Long-tenure
678514,Long-tenure
678603,New engaged
678616,Fly fanatics
678722,New Low-Value Customers
678786,Long-tenure
678837,High-Value Frequent Flyers
678925,High-Value Frequent Flyers
678933,New engaged
678967,New engaged
679075,New engaged
679132,New Low-Value Customers
679253,New Low-Value Customers
679311,New engaged
679414,New Low-Value Customers
679437,Fly fanatics
679485,High-Value Frequent Flyers
679531,Lost Occasional Travelers
679607,Long-tenure
679609,New engaged
679623,New engaged
679638,Fly fanatics
679859,New engaged
679908,Fly fanatics
679994,New Low-Value Customers
680168,High-Value Low transactions
680181,New engaged
680304,Lost Occasional Travelers
680376,New Low-Value Customers
680379,Fly fanatics
680444,Long-tenure
680445,Long-tenure
680485,Lost Occasional Travelers
680565,Long-tenure
680569,Fly fanatics
680581,Long-tenure
680738,High-Value Frequent Flyers
680754,New Low-Value Customers
680839,New engaged
680878,New Low-Value Customers
680886,High-Value Frequent Flyers
680945,New Low-Value Customers
681032,High-Value Frequent Flyers
681250,New engaged
681270,Fly fanatics
681309,Fly fanatics
681328,New Low-Value Customers
681399,High-Value Frequent Flyers
681593,New Low-Value Customers
681649,Long-tenure
681722,Long-tenure
681785,Fly fanatics
681822,Long-tenure
681887,Long-tenure
681921,Long-tenure
681984,Long-tenure
682103,Long-tenure
682194,Fly fanatics
682288,Long-tenure
682308,Long-tenure
682356,Fly fanatics
682419,Fly fanatics
682521,Lost Occasional Travelers
682528,Long-tenure
682533,New Low-Value Customers
682571,Long-tenure
682654,Lost Occasional Travelers
682707,New engaged
682709,Long-tenure
682813,Fly fanatics
682819,Fly fanatics
682826,Long-tenure
682840,New engaged
682980,Lost Occasional Travelers
683126,Long-tenure
683239,Lost Occasional Travelers
683276,High-Value Low transactions
683288,Lost Occasional Travelers
683356,New engaged
683361,New Low-Value Customers
683470,Fly fanatics
683485,Fly fanatics
683487,Long-tenure
683503,High-Value Frequent Flyers
683660,New engaged
683664,New Low-Value Customers
683699,Long-tenure
683751,Long-tenure
683791,Long-tenure
683838,High-Value Low transactions
683875,High-Value Low transactions
683901,High-Value Frequent Flyers
683909,New Low-Value Customers
683910,New engaged
683920,Long-tenure
684022,New engaged
684081,New Low-Value Customers
684103,Lost Occasional Travelers
684133,Long-tenure
684155,Fly fanatics
684201,High-Value Frequent Flyers
684305,High-Value Frequent Flyers
684371,Fly fanatics
684386,Long-tenure
684491,Fly fanatics
684691,Fly fanatics
684776,Long-tenure
684826,New engaged
684835,New Low-Value Customers
684934,Long-tenure
685171,High-Value Frequent Flyers
685208,Long-tenure
685314,Long-tenure
685346,Fly fanatics
685375,High-Value Frequent Flyers
685408,Long-tenure
685518,Lost Occasional Travelers
685533,Long-tenure
685546,Long-tenure
685608,Fly fanatics
685631,Lost Occasional Travelers
685683,New engaged
685720,High-Value Frequent Flyers
685792,Lost Occasional Travelers
685982,Long-tenure
686031,Fly fanatics
686044,Long-tenure
686059,High-Value Frequent Flyers
686196,New engaged
686220,Long-tenure
686223,New Low-Value Customers
686224,New engaged
686232,High-Value Frequent Flyers
686371,New Low-Value Customers
686397,New Low-Value Customers
686471,New engaged
686509,New engaged
686555,Long-tenure
686561,New Low-Value Customers
686612,Lost Occasional Travelers
686709,High-Value Frequent Flyers
686728,New Low-Value Customers
686769,Long-tenure
686783,New engaged
686838,Long-tenure
687170,New engaged
687186,New engaged
687199,Long-tenure
687262,High-Value Frequent Flyers
687401,High-Value Frequent Flyers
687412,New engaged
687463,Fly fanatics
687525,Long-tenure
687533,High-Value Frequent Flyers
687589,Long-tenure
687593,Reengaged Customers
687639,New engaged
687748,New Low-Value Customers
687820,Long-tenure
687895,Long-tenure
687962,Fly fanatics
688058,New engaged
688139,New engaged
688168,Long-tenure
688178,Fly fanatics
688319,High-Value Frequent Flyers
688410,Fly fanatics
688524,Long-tenure
688533,High-Value Frequent Flyers
688557,Fly fanatics
688615,New Low-Value Customers
688627,High-Value Frequent Flyers
688691,Long-tenure
688731,New Low-Value Customers
688748,Lost Occasional Travelers
688820,Fly fanatics
688891,New Low-Value Customers
689000,Long-tenure
689112,Long-tenure
689275,High-Value Frequent Flyers
689353,High-Value Frequent Flyers
689389,New engaged
689440,New Low-Value Customers
689459,New engaged
689477,Long-tenure
689818,Fly fanatics
689839,New Low-Value Customers
689909,Fly fanatics
689912,High-Value Frequent Flyers
689981,Long-tenure
690029,Long-tenure
690191,Fly fanatics
690199,Long-tenure
690494,New Low-Value Customers
690510,New Low-Value Customers
690554,Long-tenure
690563,Long-tenure
690637,New engaged
690641,Long-tenure
690671,Fly fanatics
690776,Fly fanatics
690797,Long-tenure
690862,Long-tenure
690866,Long-tenure
690890,Long-tenure
690916,High-Value Frequent Flyers
690969,Long-tenure
690970,New engaged
690971,Long-tenure
690984,New Low-Value Customers
691077,Fly fanatics
691220,Fly fanatics
691259,Fly fanatics
691262,New engaged
691332,New Low-Value Customers
691520,Fly fanatics
691542,High-Value Low transactions
691626,New Low-Value Customers
691645,New Low-Value Customers
691700,New engaged
691761,New engaged
691855,New Low-Value Customers
691909,Long-tenure
692096,Fly fanatics
692129,New engaged
692151,Long-tenure
692252,Fly fanatics
692275,New Low-Value Customers
692304,Fly fanatics
692328,High-Value Frequent Flyers
692535,Long-tenure
692628,New engaged
692671,Long-tenure
692685,New engaged
692729,High-Value Frequent Flyers
692841,New Low-Value Customers
692856,New engaged
692936,High-Value Low transactions
692992,High-Value Frequent Flyers
693045,New Low-Value Customers
693133,High-Value Frequent Flyers
693138,New engaged
693196,New engaged
693212,New engaged
693238,Long-tenure
693256,Long-tenure
693295,Fly fanatics
693372,Fly fanatics
693494,New Low-Value Customers
693528,New Low-Value Customers
693608,New engaged
693625,Long-tenure
693659,New engaged
693665,Long-tenure
693791,New engaged
693852,Long-tenure
693913,New engaged
693922,High-Value Frequent Flyers
694021,New Low-Value Customers
694158,Long-tenure
694168,Lost Occasional Travelers
694241,High-Value Frequent Flyers
694388,Long-tenure
694472,New engaged
694497,Long-tenure
694512,Long-tenure
694648,New Low-Value Customers
694723,New engaged
694743,New engaged
694757,Fly fanatics
694828,Long-tenure
694915,New Low-Value Customers
694942,Fly fanatics
695069,Lost Occasional Travelers
695076,Fly fanatics
695107,New engaged
695162,Lost Occasional Travelers
695250,Long-tenure
695342,Fly fanatics
695428,New Low-Value Customers
695529,Long-tenure
695596,New Low-Value Customers
695624,Fly fanatics
695686,Fly fanatics
695855,Long-tenure
695878,Fly fanatics
695965,New Low-Value Customers
695978,High-Value Frequent Flyers
695987,High-Value Low transactions
696026,Lost Occasional Travelers
696090,Long-tenure
696096,High-Value Low transactions
696128,High-Value Frequent Flyers
696199,New engaged
696329,Long-tenure
696431,Long-tenure
696444,High-Value Frequent Flyers
696486,Long-tenure
696502,Long-tenure
696504,High-Value Low transactions
696562,New Low-Value Customers
696577,New engaged
696609,New engaged
696732,New Low-Value Customers
696826,Fly fanatics
696864,New engaged
696897,New engaged
697029,Long-tenure
697079,New Low-Value Customers
697091,Long-tenure
697162,New Low-Value Customers
697169,Long-tenure
697272,Long-tenure
697356,New engaged
697393,Lost Occasional Travelers
697477,New engaged
697680,New Low-Value Customers
697766,High-Value Frequent Flyers
697837,Long-tenure
697905,Long-tenure
697917,New Low-Value Customers
698072,New engaged
698122,Fly fanatics
698159,New Low-Value Customers
698180,Reengaged Customers
698242,Long-tenure
698390,Long-tenure
698395,New engaged
698443,Fly fanatics
698505,New engaged
698510,Fly fanatics
698546,Long-tenure
698573,High-Value Frequent Flyers
698627,New Low-Value Customers
698647,Long-tenure
698932,Lost Occasional Travelers
698937,New engaged
698988,Long-tenure
699194,New Low-Value Customers
699243,Fly fanatics
699281,Lost Occasional Travelers
699343,New engaged
699397,Long-tenure
699511,Long-tenure
699739,Long-tenure
699750,Fly fanatics
699751,High-Value Frequent Flyers
699875,Long-tenure
699962,Long-tenure
700096,Long-tenure
700145,Fly fanatics
700207,New engaged
700225,Long-tenure
700245,Fly fanatics
700260,New engaged
700276,New engaged
700286,New Low-Value Customers
700335,Long-tenure
700343,Fly fanatics
700356,New Low-Value Customers
700430,Long-tenure
700474,High-Value Low transactions
700497,New Low-Value Customers
700566,New engaged
700705,Long-tenure
700731,Lost Occasional Travelers
700748,Fly fanatics
700770,Long-tenure
700871,New engaged
700918,Fly fanatics
700924,New Low-Value Customers
701012,New Low-Value Customers
701036,Long-tenure
701216,New Low-Value Customers
701223,Fly fanatics
701235,New engaged
701308,Long-tenure
701391,New engaged
701485,Fly fanatics
701617,New engaged
701622,New engaged
701645,New Low-Value Customers
701732,New Low-Value Customers
701792,Lost Occasional Travelers
701803,New engaged
701954,New engaged
702005,New Low-Value Customers
702048,New engaged
702147,New Low-Value Customers
702161,High-Value Low transactions
702257,Long-tenure
702269,New Low-Value Customers
702284,Fly fanatics
702327,New engaged
702406,Long-tenure
702478,Fly fanatics
702493,Lost Occasional Travelers
702522,High-Value Frequent Flyers
702528,High-Value Frequent Flyers
702542,Fly fanatics
702588,Fly fanatics
702677,New engaged
702686,New Low-Value Customers
702746,Long-tenure
702800,Long-tenure
702809,New Low-Value Customers
702863,Long-tenure
702868,High-Value Frequent Flyers
702884,New engaged
702915,New engaged
703104,Long-tenure
703109,High-Value Frequent Flyers
703249,Reengaged Customers
703338,New Low-Value Customers
703374,High-Value Low transactions
703505,Fly fanatics
703507,High-Value Frequent Flyers
703621,Long-tenure
703711,New Low-Value Customers
703804,High-Value Frequent Flyers
703852,Lost Occasional Travelers
703937,High-Value Frequent Flyers
704074,Long-tenure
704112,Long-tenure
704149,High-Value Frequent Flyers
704150,Long-tenure
704267,New Low-Value Customers
704270,Fly fanatics
704423,High-Value Frequent Flyers
704559,Long-tenure
704600,Long-tenure
704603,Fly fanatics
704607,Lost Occasional Travelers
704709,High-Value Frequent Flyers
704835,New engaged
704967,New engaged
704968,Long-tenure
705006,Long-tenure
705020,High-Value Frequent Flyers
705113,Fly fanatics
705196,Long-tenure
705243,Fly fanatics
705262,New Low-Value Customers
705353,Long-tenure
705453,Long-tenure
705490,New Low-Value Customers
705496,Long-tenure
705589,Long-tenure
705633,New Low-Value Customers
705641,Long-tenure
705806,New Low-Value Customers
705911,Long-tenure
705980,Long-tenure
706007,New Low-Value Customers
706106,New engaged
706125,New engaged
706199,New Low-Value Customers
706497,Long-tenure
706510,Fly fanatics
706628,New Low-Value Customers
706792,New engaged
706820,Fly fanatics
706884,Lost Occasional Travelers
706918,New engaged
706962,New engaged
707017,New Low-Value Customers
707023,Fly fanatics
707042,Long-tenure
707114,Long-tenure
707146,Long-tenure
707152,New Low-Value Customers
707273,Lost Occasional Travelers
707276,New engaged
707424,New engaged
707470,Long-tenure
707513,High-Value Frequent Flyers
707557,Long-tenure
707588,New engaged
707592,High-Value Low transactions
707698,Long-tenure
707699,Long-tenure
707716,Long-tenure
707754,Fly fanatics
707762,New Low-Value Customers
707869,Long-tenure
707967,Fly fanatics
707974,New Low-Value Customers
707999,Lost Occasional Travelers
708020,Fly fanatics
708160,Fly fanatics
708210,Long-tenure
708230,Long-tenure
708258,New engaged
708271,Fly fanatics
708337,New Low-Value Customers
708343,Long-tenure
708360,New engaged
708373,Fly fanatics
708458,New Low-Value Customers
708519,Fly fanatics
708539,High-Value Frequent Flyers
708555,New Low-Value Customers
708566,New engaged
708634,Long-tenure
708654,High-Value Frequent Flyers
708692,Long-tenure
708807,High-Value Frequent Flyers
708892,High-Value Low transactions
708933,New Low-Value Customers
708982,New engaged
709059,New Low-Value Customers
709123,Long-tenure
709238,Long-tenure
709279,Long-tenure
709385,New engaged
709415,New engaged
709472,Long-tenure
709479,Lost Occasional Travelers
709499,Long-tenure
709550,Long-tenure
709566,Long-tenure
709595,Long-tenure
709656,High-Value Low transactions
709659,Long-tenure
709724,High-Value Frequent Flyers
709726,Long-tenure
709747,Fly fanatics
709869,Reengaged Customers
709920,Long-tenure
709948,Fly fanatics
709982,High-Value Frequent Flyers
710005,New engaged
710029,High-Value Frequent Flyers
710053,New engaged
710069,Long-tenure
710115,Fly fanatics
710145,New Low-Value Customers
710255,Fly fanatics
710364,Fly fanatics
710515,High-Value Low transactions
710598,New Low-Value Customers
711214,Fly fanatics
711248,New engaged
711263,New Low-Value Customers
711319,Lost Occasional Travelers
711363,New Low-Value Customers
711490,New Low-Value Customers
711500,New Low-Value Customers
711510,Fly fanatics
711541,Fly fanatics
711552,New engaged
711565,High-Value Low transactions
711567,Long-tenure
711571,Lost Occasional Travelers
711577,Long-tenure
711605,High-Value Low transactions
711625,New engaged
711680,High-Value Frequent Flyers
711795,Fly fanatics
711823,New engaged
711853,New Low-Value Customers
711864,Fly fanatics
711874,Long-tenure
712026,Long-tenure
712062,New engaged
712114,New Low-Value Customers
712130,Long-tenure
712220,New Low-Value Customers
712236,New Low-Value Customers
712248,Long-tenure
712362,New engaged
712426,High-Value Frequent Flyers
712521,New engaged
712584,New engaged
712590,Fly fanatics
712605,Fly fanatics
712636,Lost Occasional Travelers
713039,New Low-Value Customers
713067,Lost Occasional Travelers
713085,Fly fanatics
713094,High-Value Frequent Flyers
713236,Long-tenure
713257,New engaged
713299,New engaged
713329,Fly fanatics
713406,High-Value Frequent Flyers
713423,Fly fanatics
713465,Fly fanatics
713520,Lost Occasional Travelers
713580,New engaged
713636,Long-tenure
713831,Long-tenure
713853,New engaged
713981,Lost Occasional Travelers
713998,Long-tenure
714121,Long-tenure
714123,New engaged
714163,New Low-Value Customers
714206,Long-tenure
714270,Long-tenure
714316,New engaged
